id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at;montant_ht ;montant_ttc_1;cout_energie_1
FAC00001033         ;CTR000090      ;2022/10/14 00:00:00.000;2022/11/13 00:00:00.000;2022/09/14 00:00:00.000;2022/10/14 00:00:00.000;51;20;61;30;344;En attente;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;51;61;30
FAC00000799         ;CTR000070      ;2022/10/15 00:00:00.000;2022/11/14 00:00:00.000;2022/09/15 00:00:00.000;2022/10/15 00:00:00.000;28;20;34;17;317;Payée     ;CLI00088  ;GAZ_0117            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;28;34;17
FAC00001142         ;CTR000099      ;2022/10/15 00:00:00.000;2022/11/14 00:00:00.000;2022/09/15 00:00:00.000;2022/10/15 00:00:00.000;7;20;8;4;81;En attente;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;7;8;4
FAC00000595         ;CTR000052      ;2022/10/17 00:00:00.000;2022/11/16 00:00:00.000;2022/09/17 00:00:00.000;2022/10/17 00:00:00.000;71;20;86;43;479;Payée     ;CLI00141  ;ELEC_0007           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;71;86;43
FAC00001186         ;CTR000103      ;2022/10/18 00:00:00.000;2022/11/17 00:00:00.000;2022/09/18 00:00:00.000;2022/10/18 00:00:00.000;169;20;202;101;40;Payée     ;CLI00145  ;EAU_0008            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;169;202;101
FAC00001885         ;CTR000164      ;2022/10/19 00:00:00.000;2022/11/18 00:00:00.000;2022/09/19 00:00:00.000;2022/10/19 00:00:00.000;7;20;8;4;79;Payée     ;CLI00175  ;GAZ_0045            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;7;8;4
FAC00002072         ;CTR000180      ;2022/10/19 00:00:00.000;2022/11/18 00:00:00.000;2022/09/19 00:00:00.000;2022/10/19 00:00:00.000;150;20;180;90;35;Payée     ;CLI00086  ;EAU_0110            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;150;180;90
FAC00000859         ;CTR000075      ;2022/10/20 00:00:00.000;2022/11/19 00:00:00.000;2022/09/20 00:00:00.000;2022/10/20 00:00:00.000;36;20;43;21;405;Payée     ;CLI00043  ;GAZ_0063            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;36;43;21
FAC00001629         ;CTR000141      ;2022/10/22 00:00:00.000;2022/11/21 00:00:00.000;2022/09/22 00:00:00.000;2022/10/22 00:00:00.000;215;20;258;129;1434;Payée     ;CLI00058  ;ELEC_0133           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;215;258;129
FAC00000504         ;CTR000045      ;2022/10/23 00:00:00.000;2022/11/22 00:00:00.000;2022/09/23 00:00:00.000;2022/10/23 00:00:00.000;121;20;145;72;28;Payée     ;CLI00167  ;EAU_0035            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;121;145;72
FAC00000052         ;CTR000005      ;2022/10/24 00:00:00.000;2022/11/23 00:00:00.000;2022/09/24 00:00:00.000;2022/10/24 00:00:00.000;105;20;126;63;703;Payée     ;CLI00098  ;ELEC_0097           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000;105;126;63
FAC00001707         ;CTR000148      ;2022/10/24 00:00:00.000;2022/11/23 00:00:00.000;2022/09/24 00:00:00.000;2022/10/24 00:00:00.000;85;20;102;51;567;Payée     ;CLI00174  ;ELEC_0037           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;85;102;51
FAC00001955         ;CTR000170      ;2022/10/26 00:00:00.000;2022/11/25 00:00:00.000;2022/09/26 00:00:00.000;2022/10/26 00:00:00.000;110;20;132;66;26;En retard ;CLI00021  ;EAU_0131            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;110;132;66
FAC00000069         ;CTR000006      ;2022/10/27 00:00:00.000;2022/11/26 00:00:00.000;2022/09/27 00:00:00.000;2022/10/27 00:00:00.000;44;20;53;26;494;En attente;CLI00015  ;GAZ_0003            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;44;53;26
FAC00001154         ;CTR000100      ;2022/10/27 00:00:00.000;2022/11/26 00:00:00.000;2022/09/27 00:00:00.000;2022/10/27 00:00:00.000;15;20;18;9;175;En attente;CLI00050  ;GAZ_0099            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;15;18;9
FAC00000161         ;CTR000014      ;2022/10/28 00:00:00.000;2022/11/27 00:00:00.000;2022/09/28 00:00:00.000;2022/10/28 00:00:00.000;40;20;48;24;452;Payée     ;CLI00077  ;GAZ_0042            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;40;48;24
FAC00001469         ;CTR000127      ;2022/10/29 00:00:00.000;2022/11/28 00:00:00.000;2022/09/29 00:00:00.000;2022/10/29 00:00:00.000;50;20;60;30;12;Payée     ;CLI00017  ;EAU_0137            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;50;60;30
FAC00001678         ;CTR000145      ;2022/10/29 00:00:00.000;2022/11/28 00:00:00.000;2022/09/29 00:00:00.000;2022/10/29 00:00:00.000;37;20;44;22;415;Payée     ;CLI00023  ;GAZ_0027            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;37;44;22
FAC00002063         ;CTR000179      ;2022/10/29 00:00:00.000;2022/11/28 00:00:00.000;2022/09/29 00:00:00.000;2022/10/29 00:00:00.000;43;20;52;26;482;Payée     ;CLI00033  ;GAZ_0069            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;43;52;26
FAC00001635         ;CTR000142      ;2022/10/30 00:00:00.000;2022/11/29 00:00:00.000;2022/09/30 00:00:00.000;2022/10/30 00:00:00.000;26;20;31;15;290;Payée     ;CLI00003  ;GAZ_0003            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;26;31;15
FAC00001724         ;CTR000149      ;2022/10/30 00:00:00.000;2022/11/29 00:00:00.000;2022/09/30 00:00:00.000;2022/10/30 00:00:00.000;36;20;43;21;401;Payée     ;CLI00145  ;GAZ_0003            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;36;43;21
FAC00000707         ;CTR000062      ;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;2022/10/01 00:00:00.000;2022/10/31 00:00:00.000;193;20;231;115;1288;Payée     ;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;193;231;115
FAC00000777         ;CTR000068      ;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;2022/10/01 00:00:00.000;2022/10/31 00:00:00.000;204;20;245;122;1362;Payée     ;CLI00107  ;ELEC_0022           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;204;245;122
FAC00001429         ;CTR000123      ;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;2022/10/01 00:00:00.000;2022/10/31 00:00:00.000;33;20;40;20;371;Payée     ;CLI00020  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;33;40;20
FAC00001164         ;CTR000101      ;2022/11/01 00:00:00.000;2022/12/01 00:00:00.000;2022/10/02 00:00:00.000;2022/11/01 00:00:00.000;21;20;26;13;243;En retard ;CLI00105  ;GAZ_0126            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;21;26;13
FAC00000042         ;CTR000004      ;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;2022/10/03 00:00:00.000;2022/11/02 00:00:00.000;14;20;17;8;166;En attente;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000;14;17;8
FAC00000095         ;CTR000009      ;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;2022/10/03 00:00:00.000;2022/11/02 00:00:00.000;408;20;489;244;97;En attente;CLI00178  ;EAU_0146            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;408;489;244
FAC00001242         ;CTR000107      ;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;2022/10/03 00:00:00.000;2022/11/02 00:00:00.000;139;20;167;83;931;Payée     ;CLI00140  ;ELEC_0094           ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;139;167;83
FAC00001259         ;CTR000109      ;2022/11/03 00:00:00.000;2022/12/03 00:00:00.000;2022/10/04 00:00:00.000;2022/11/03 00:00:00.000;42;20;51;25;476;En retard ;CLI00109  ;GAZ_0027            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;42;51;25
FAC00000528         ;CTR000047      ;2022/11/04 00:00:00.000;2022/12/04 00:00:00.000;2022/10/05 00:00:00.000;2022/11/04 00:00:00.000;22;20;27;13;250;En attente;CLI00046  ;GAZ_0102            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;22;27;13
FAC00000261         ;CTR000023      ;2022/11/05 00:00:00.000;2022/12/05 00:00:00.000;2022/10/06 00:00:00.000;2022/11/05 00:00:00.000;6;20;8;4;74;Payée     ;CLI00097  ;GAZ_0111            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;6;8;4
FAC00000408         ;CTR000036      ;2022/11/05 00:00:00.000;2022/12/05 00:00:00.000;2022/10/06 00:00:00.000;2022/11/05 00:00:00.000;226;20;271;135;53;Payée     ;CLI00176  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;226;271;135
FAC00000614         ;CTR000054      ;2022/11/06 00:00:00.000;2022/12/06 00:00:00.000;2022/10/07 00:00:00.000;2022/11/06 00:00:00.000;399;20;478;239;95;En retard ;CLI00173  ;EAU_0128            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;399;478;239
FAC00001744         ;CTR000151      ;2022/11/06 00:00:00.000;2022/12/06 00:00:00.000;2022/10/07 00:00:00.000;2022/11/06 00:00:00.000;30;20;36;18;333;Payée     ;CLI00055  ;GAZ_0039            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;30;36;18
FAC00001809         ;CTR000156      ;2022/11/06 00:00:00.000;2022/12/06 00:00:00.000;2022/10/07 00:00:00.000;2022/11/06 00:00:00.000;61;20;73;36;408;Payée     ;CLI00154  ;ELEC_0073           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;61;73;36
FAC00001089         ;CTR000095      ;2022/11/08 00:00:00.000;2022/12/08 00:00:00.000;2022/10/09 00:00:00.000;2022/11/08 00:00:00.000;24;20;29;14;271;Payée     ;CLI00109  ;GAZ_0048            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;24;29;14
FAC00001586         ;CTR000137      ;2022/11/08 00:00:00.000;2022/12/08 00:00:00.000;2022/10/09 00:00:00.000;2022/11/08 00:00:00.000;69;20;82;41;459;En retard ;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;69;82;41
FAC00000742         ;CTR000065      ;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;2022/10/10 00:00:00.000;2022/11/09 00:00:00.000;215;20;258;129;51;En attente;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;215;258;129
FAC00001057         ;CTR000092      ;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;2022/10/10 00:00:00.000;2022/11/09 00:00:00.000;43;20;52;26;10;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;43;52;26
FAC00001310         ;CTR000113      ;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;2022/10/10 00:00:00.000;2022/11/09 00:00:00.000;17;20;21;10;196;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;17;21;10
FAC00001329         ;CTR000115      ;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;2022/10/10 00:00:00.000;2022/11/09 00:00:00.000;10;20;12;6;116;Payée     ;CLI00153  ;GAZ_0138            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;10;12;6
FAC00001519         ;CTR000131      ;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;2022/10/10 00:00:00.000;2022/11/09 00:00:00.000;208;20;249;124;1387;Payée     ;CLI00125  ;ELEC_0088           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;208;249;124
FAC00000091         ;CTR000008      ;2022/11/10 00:00:00.000;2022/12/10 00:00:00.000;2022/10/11 00:00:00.000;2022/11/10 00:00:00.000;221;20;265;132;1476;Payée     ;CLI00025  ;ELEC_0136           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;221;265;132
FAC00000660         ;CTR000058      ;2022/11/10 00:00:00.000;2022/12/10 00:00:00.000;2022/10/11 00:00:00.000;2022/11/10 00:00:00.000;112;20;134;67;748;En retard ;CLI00137  ;ELEC_0130           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;112;134;67
FAC00002014         ;CTR000175      ;2022/11/10 00:00:00.000;2022/12/10 00:00:00.000;2022/10/11 00:00:00.000;2022/11/10 00:00:00.000;30;20;36;18;341;Payée     ;CLI00190  ;GAZ_0045            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;30;36;18
FAC00000231         ;CTR000021      ;2022/11/11 00:00:00.000;2022/12/11 00:00:00.000;2022/10/12 00:00:00.000;2022/11/11 00:00:00.000;40;20;48;24;270;Payée     ;CLI00163  ;ELEC_0070           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;40;48;24
FAC00000500         ;CTR000044      ;2022/11/11 00:00:00.000;2022/12/11 00:00:00.000;2022/10/12 00:00:00.000;2022/11/11 00:00:00.000;46;20;55;27;11;Payée     ;CLI00085  ;EAU_0113            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;46;55;27
FAC00000872         ;CTR000076      ;2022/11/11 00:00:00.000;2022/12/11 00:00:00.000;2022/10/12 00:00:00.000;2022/11/11 00:00:00.000;61;20;74;37;14;Payée     ;CLI00142  ;EAU_0041            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;61;74;37
FAC00001393         ;CTR000120      ;2022/11/11 00:00:00.000;2022/12/11 00:00:00.000;2022/10/12 00:00:00.000;2022/11/11 00:00:00.000;94;20;112;56;22;En attente;CLI00183  ;EAU_0083            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;94;112;56
FAC00001499         ;CTR000129      ;2022/11/11 00:00:00.000;2022/12/11 00:00:00.000;2022/10/12 00:00:00.000;2022/11/11 00:00:00.000;233;20;279;139;1554;Payée     ;CLI00083  ;ELEC_0073           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;233;279;139
FAC00000286         ;CTR000026      ;2022/11/12 00:00:00.000;2022/12/12 00:00:00.000;2022/10/13 00:00:00.000;2022/11/12 00:00:00.000;66;20;79;39;442;Payée     ;CLI00069  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;66;79;39
FAC00001402         ;CTR000121      ;2022/11/12 00:00:00.000;2022/12/12 00:00:00.000;2022/10/13 00:00:00.000;2022/11/12 00:00:00.000;32;20;39;19;217;En attente;CLI00037  ;ELEC_0148           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;32;39;19
FAC00001034         ;CTR000090      ;2022/11/13 00:00:00.000;2022/12/13 00:00:00.000;2022/10/14 00:00:00.000;2022/11/13 00:00:00.000;288;20;345;172;1921;Payée     ;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;288;345;172
FAC00000800         ;CTR000070      ;2022/11/14 00:00:00.000;2022/12/14 00:00:00.000;2022/10/15 00:00:00.000;2022/11/14 00:00:00.000;6;20;7;3;70;Payée     ;CLI00088  ;GAZ_0117            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;6;7;3
FAC00001143         ;CTR000099      ;2022/11/14 00:00:00.000;2022/12/14 00:00:00.000;2022/10/15 00:00:00.000;2022/11/14 00:00:00.000;32;20;38;19;355;Payée     ;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;32;38;19
FAC00001906         ;CTR000166      ;2022/11/15 00:00:00.000;2022/12/15 00:00:00.000;2022/10/16 00:00:00.000;2022/11/15 00:00:00.000;72;20;86;43;17;Payée     ;CLI00056  ;EAU_0011            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;72;86;43
FAC00000596         ;CTR000052      ;2022/11/16 00:00:00.000;2022/12/16 00:00:00.000;2022/10/17 00:00:00.000;2022/11/16 00:00:00.000;129;20;154;77;860;Payée     ;CLI00141  ;ELEC_0007           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;129;154;77
FAC00001187         ;CTR000103      ;2022/11/17 00:00:00.000;2022/12/17 00:00:00.000;2022/10/18 00:00:00.000;2022/11/17 00:00:00.000;170;20;204;102;40;Payée     ;CLI00145  ;EAU_0008            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;170;204;102
FAC00001886         ;CTR000164      ;2022/11/18 00:00:00.000;2022/12/18 00:00:00.000;2022/10/19 00:00:00.000;2022/11/18 00:00:00.000;18;20;21;10;200;Payée     ;CLI00175  ;GAZ_0045            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;18;21;10
FAC00002073         ;CTR000180      ;2022/11/18 00:00:00.000;2022/12/18 00:00:00.000;2022/10/19 00:00:00.000;2022/11/18 00:00:00.000;54;20;64;32;12;En attente;CLI00086  ;EAU_0110            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;54;64;32
FAC00000860         ;CTR000075      ;2022/11/19 00:00:00.000;2022/12/19 00:00:00.000;2022/10/20 00:00:00.000;2022/11/19 00:00:00.000;11;20;14;7;130;Payée     ;CLI00043  ;GAZ_0063            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;11;14;7
FAC00001630         ;CTR000141      ;2022/11/21 00:00:00.000;2022/12/21 00:00:00.000;2022/10/22 00:00:00.000;2022/11/21 00:00:00.000;175;20;210;105;1167;Payée     ;CLI00058  ;ELEC_0133           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;175;210;105
FAC00000205         ;CTR000019      ;2022/11/22 00:00:00.000;2022/12/22 00:00:00.000;2022/10/23 00:00:00.000;2022/11/22 00:00:00.000;138;20;166;83;926;En retard ;CLI00020  ;ELEC_0088           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;138;166;83
FAC00000505         ;CTR000045      ;2022/11/22 00:00:00.000;2022/12/22 00:00:00.000;2022/10/23 00:00:00.000;2022/11/22 00:00:00.000;364;20;437;218;86;Payée     ;CLI00167  ;EAU_0035            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;364;437;218
FAC00000053         ;CTR000005      ;2022/11/23 00:00:00.000;2022/12/23 00:00:00.000;2022/10/24 00:00:00.000;2022/11/23 00:00:00.000;268;20;322;161;1792;Payée     ;CLI00098  ;ELEC_0097           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000;268;322;161
FAC00001708         ;CTR000148      ;2022/11/23 00:00:00.000;2022/12/23 00:00:00.000;2022/10/24 00:00:00.000;2022/11/23 00:00:00.000;191;20;229;114;1276;En retard ;CLI00174  ;ELEC_0037           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;191;229;114
FAC00001956         ;CTR000170      ;2022/11/25 00:00:00.000;2022/12/25 00:00:00.000;2022/10/26 00:00:00.000;2022/11/25 00:00:00.000;281;20;338;169;67;Payée     ;CLI00021  ;EAU_0131            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;281;338;169
FAC00001155         ;CTR000100      ;2022/11/26 00:00:00.000;2022/12/26 00:00:00.000;2022/10/27 00:00:00.000;2022/11/26 00:00:00.000;14;20;17;8;162;Payée     ;CLI00050  ;GAZ_0099            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;14;17;8
FAC00000162         ;CTR000014      ;2022/11/27 00:00:00.000;2022/12/27 00:00:00.000;2022/10/28 00:00:00.000;2022/11/27 00:00:00.000;16;20;19;9;178;Payée     ;CLI00077  ;GAZ_0042            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;16;19;9
FAC00001470         ;CTR000127      ;2022/11/28 00:00:00.000;2022/12/28 00:00:00.000;2022/10/29 00:00:00.000;2022/11/28 00:00:00.000;366;20;440;220;87;Payée     ;CLI00017  ;EAU_0137            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;366;440;220
FAC00001679         ;CTR000145      ;2022/11/28 00:00:00.000;2022/12/28 00:00:00.000;2022/10/29 00:00:00.000;2022/11/28 00:00:00.000;40;20;49;24;453;Payée     ;CLI00023  ;GAZ_0027            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;40;49;24
FAC00001636         ;CTR000142      ;2022/11/29 00:00:00.000;2022/12/29 00:00:00.000;2022/10/30 00:00:00.000;2022/11/29 00:00:00.000;27;20;33;16;306;Payée     ;CLI00003  ;GAZ_0003            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;27;33;16
FAC00001725         ;CTR000149      ;2022/11/29 00:00:00.000;2022/12/29 00:00:00.000;2022/10/30 00:00:00.000;2022/11/29 00:00:00.000;20;20;24;12;229;Payée     ;CLI00145  ;GAZ_0003            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;20;24;12
FAC00000708         ;CTR000062      ;2022/11/30 00:00:00.000;2022/12/30 00:00:00.000;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;260;20;312;156;1733;Payée     ;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;260;312;156
FAC00000778         ;CTR000068      ;2022/11/30 00:00:00.000;2022/12/30 00:00:00.000;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;270;20;325;162;1805;Payée     ;CLI00107  ;ELEC_0022           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;270;325;162
FAC00001430         ;CTR000123      ;2022/11/30 00:00:00.000;2022/12/30 00:00:00.000;2022/10/31 00:00:00.000;2022/11/30 00:00:00.000;25;20;30;15;283;Payée     ;CLI00020  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;25;30;15
FAC00001165         ;CTR000101      ;2022/12/01 00:00:00.000;2022/12/31 00:00:00.000;2022/11/01 00:00:00.000;2022/12/01 00:00:00.000;17;20;20;10;191;Payée     ;CLI00105  ;GAZ_0126            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;17;20;10
FAC00000043         ;CTR000004      ;2022/12/02 00:00:00.000;2023/01/01 00:00:00.000;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;7;20;8;4;79;En retard ;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000;7;8;4
FAC00000096         ;CTR000009      ;2022/12/02 00:00:00.000;2023/01/01 00:00:00.000;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;185;20;222;111;44;Payée     ;CLI00178  ;EAU_0146            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;185;222;111
FAC00001243         ;CTR000107      ;2022/12/02 00:00:00.000;2023/01/01 00:00:00.000;2022/11/02 00:00:00.000;2022/12/02 00:00:00.000;252;20;302;151;1681;En retard ;CLI00140  ;ELEC_0094           ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;252;302;151
FAC00001260         ;CTR000109      ;2022/12/03 00:00:00.000;2023/01/02 00:00:00.000;2022/11/03 00:00:00.000;2022/12/03 00:00:00.000;29;20;35;17;331;En retard ;CLI00109  ;GAZ_0027            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;29;35;17
FAC00000529         ;CTR000047      ;2022/12/04 00:00:00.000;2023/01/03 00:00:00.000;2022/11/04 00:00:00.000;2022/12/04 00:00:00.000;28;20;33;16;314;En retard ;CLI00046  ;GAZ_0102            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;28;33;16
FAC00000262         ;CTR000023      ;2022/12/05 00:00:00.000;2023/01/04 00:00:00.000;2022/11/05 00:00:00.000;2022/12/05 00:00:00.000;38;20;46;23;431;En attente;CLI00097  ;GAZ_0111            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;38;46;23
FAC00000409         ;CTR000036      ;2022/12/05 00:00:00.000;2023/01/04 00:00:00.000;2022/11/05 00:00:00.000;2022/12/05 00:00:00.000;231;20;278;139;55;Payée     ;CLI00176  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;231;278;139
FAC00000615         ;CTR000054      ;2022/12/06 00:00:00.000;2023/01/05 00:00:00.000;2022/11/06 00:00:00.000;2022/12/06 00:00:00.000;316;20;379;189;75;Payée     ;CLI00173  ;EAU_0128            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;316;379;189
FAC00001745         ;CTR000151      ;2022/12/06 00:00:00.000;2023/01/05 00:00:00.000;2022/11/06 00:00:00.000;2022/12/06 00:00:00.000;30;20;36;18;340;Payée     ;CLI00055  ;GAZ_0039            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;30;36;18
FAC00001090         ;CTR000095      ;2022/12/08 00:00:00.000;2023/01/07 00:00:00.000;2022/11/08 00:00:00.000;2022/12/08 00:00:00.000;9;20;11;5;103;Payée     ;CLI00109  ;GAZ_0048            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;9;11;5
FAC00001587         ;CTR000137      ;2022/12/08 00:00:00.000;2023/01/07 00:00:00.000;2022/11/08 00:00:00.000;2022/12/08 00:00:00.000;81;20;98;49;545;Payée     ;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;81;98;49
FAC00000743         ;CTR000065      ;2022/12/09 00:00:00.000;2023/01/08 00:00:00.000;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;44;20;53;26;10;En attente;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;44;53;26
FAC00001058         ;CTR000092      ;2022/12/09 00:00:00.000;2023/01/08 00:00:00.000;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;167;20;200;100;39;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;167;200;100
FAC00001311         ;CTR000113      ;2022/12/09 00:00:00.000;2023/01/08 00:00:00.000;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;43;20;51;25;480;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;43;51;25
FAC00001330         ;CTR000115      ;2022/12/09 00:00:00.000;2023/01/08 00:00:00.000;2022/11/09 00:00:00.000;2022/12/09 00:00:00.000;38;20;46;23;428;Payée     ;CLI00153  ;GAZ_0138            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;38;46;23
