id_paiement;id_facture;date_paiement;montant;mode_paiement;created_at;updated_at;id_contrat;id_client
PAY00000411         ;FAC00000552         ;2023/04/15 00:00:00.000;219;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000049      ;CLI00072  
PAY00000595         ;FAC00000804         ;2023/04/15 00:00:00.000;11;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000070      ;CLI00088  
PAY00001244         ;FAC00001661         ;2023/04/15 00:00:00.000;270;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000144      ;CLI00123  
PAY00000170         ;FAC00000235         ;2023/04/16 00:00:00.000;201;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000021      ;CLI00163  
PAY00000493         ;FAC00000664         ;2023/04/16 00:00:00.000;72;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000058      ;CLI00137  
PAY00000530         ;FAC00000715         ;2023/04/16 00:00:00.000;7;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000063      ;CLI00028  
PAY00000038         ;FAC00000057         ;2023/04/17 00:00:00.000;161;Espèces       ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000005      ;CLI00098  
PAY00000214         ;FAC00000290         ;2023/04/17 00:00:00.000;77;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000026      ;CLI00069  
PAY00000470         ;FAC00000633         ;2023/04/18 00:00:00.000;336;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000056      ;CLI00040  
PAY00000647         ;FAC00000864         ;2023/04/19 00:00:00.000;31;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00000880         ;FAC00001169         ;2023/04/19 00:00:00.000;10;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000101      ;CLI00105  
PAY00000834         ;FAC00001113         ;2023/04/20 00:00:00.000;454;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000097      ;CLI00126  
PAY00000902         ;FAC00001197         ;2023/04/20 00:00:00.000;232;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000104      ;CLI00009  
PAY00001223         ;FAC00001634         ;2023/04/21 00:00:00.000;353;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000141      ;CLI00058  
PAY00001287         ;FAC00001712         ;2023/04/21 00:00:00.000;310;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000148      ;CLI00174  
PAY00001317         ;FAC00001749         ;2023/04/21 00:00:00.000;24;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000151      ;CLI00055  
PAY00000379         ;FAC00000509         ;2023/04/22 00:00:00.000;485;Espèces       ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000045      ;CLI00167  
PAY00001265         ;FAC00001684         ;2023/04/22 00:00:00.000;353;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000146      ;CLI00095  
PAY00001466         ;FAC00001960         ;2023/04/22 00:00:00.000;337;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00000873         ;FAC00001159         ;2023/04/23 00:00:00.000;35;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00000150         ;FAC00000209         ;2023/04/24 00:00:00.000;116;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000019      ;CLI00020  
PAY00000460         ;FAC00000619         ;2023/04/24 00:00:00.000;258;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000054      ;CLI00173  
PAY00001454         ;FAC00001941         ;2023/04/24 00:00:00.000;37;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000169      ;CLI00040  
PAY00000154         ;FAC00000217         ;2023/04/25 00:00:00.000;11;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000020      ;CLI00158  
PAY00000658         ;FAC00000878         ;2023/04/25 00:00:00.000;127;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000077      ;CLI00110  
PAY00001300         ;FAC00001729         ;2023/04/25 00:00:00.000;50;Virement      ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000717         ;FAC00000962         ;2023/04/26 00:00:00.000;50;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000084      ;CLI00138  
PAY00000863         ;FAC00001148         ;2023/04/28 00:00:00.000;52;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000099      ;CLI00092  
PAY00000596         ;FAC00000805         ;2023/04/29 00:00:00.000;6;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000070      ;CLI00088  
PAY00000937         ;FAC00001264         ;2023/04/29 00:00:00.000;11;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000109      ;CLI00109  
PAY00000066         ;FAC00000100         ;2023/05/01 00:00:00.000;482;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000009      ;CLI00178  
PAY00000993         ;FAC00001334         ;2023/05/01 00:00:00.000;17;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000115      ;CLI00153  
PAY00001229         ;FAC00001640         ;2023/05/03 00:00:00.000;19;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000142      ;CLI00003  
PAY00000776         ;FAC00001039         ;2023/05/04 00:00:00.000;130;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000090      ;CLI00158  
PAY00001245         ;FAC00001662         ;2023/05/04 00:00:00.000;357;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000144      ;CLI00123  
PAY00000031         ;FAC00000047         ;2023/05/05 00:00:00.000;24;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000004      ;CLI00021  
PAY00000281         ;FAC00000382         ;2023/05/05 00:00:00.000;22;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000034      ;CLI00024  
PAY00000207         ;FAC00000280         ;2023/05/06 00:00:00.000;269;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000025      ;CLI00159  
PAY00000215         ;FAC00000291         ;2023/05/06 00:00:00.000;322;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000026      ;CLI00069  
PAY00000950         ;FAC00001281         ;2023/05/06 00:00:00.000;187;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000111      ;CLI00023  
PAY00000137         ;FAC00000193         ;2023/05/07 00:00:00.000;436;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000018      ;CLI00014  
PAY00000659         ;FAC00000879         ;2023/05/07 00:00:00.000;417;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000077      ;CLI00110  
PAY00000728         ;FAC00000974         ;2023/05/07 00:00:00.000;282;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000085      ;CLI00051  
PAY00000151         ;FAC00000210         ;2023/05/08 00:00:00.000;77;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000019      ;CLI00020  
PAY00000808         ;FAC00001079         ;2023/05/09 00:00:00.000;53;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000094      ;CLI00153  
PAY00000003         ;FAC00000004         ;2023/05/10 00:00:00.000;173;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000001      ;CLI00135  
PAY00000531         ;FAC00000716         ;2023/05/11 00:00:00.000;20;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000063      ;CLI00028  
PAY00000669         ;FAC00000894         ;2023/05/11 00:00:00.000;23;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000078      ;CLI00104  
PAY00001415         ;FAC00001891         ;2023/05/11 00:00:00.000;31;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000164      ;CLI00175  
PAY00000903         ;FAC00001198         ;2023/05/12 00:00:00.000;396;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000104      ;CLI00009  
PAY00001379         ;FAC00001842         ;2023/05/12 00:00:00.000;345;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000160      ;CLI00029  
PAY00000155         ;FAC00000218         ;2023/05/13 00:00:00.000;13;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000020      ;CLI00158  
PAY00000584         ;FAC00000787         ;2023/05/13 00:00:00.000;264;Prélèvement   ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000069      ;CLI00187  
PAY00000177         ;FAC00000243         ;2023/05/14 00:00:00.000;448;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000022      ;CLI00059  
PAY00000835         ;FAC00001114         ;2023/05/14 00:00:00.000;205;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000097      ;CLI00126  
PAY00000387         ;FAC00000519         ;2023/05/15 00:00:00.000;222;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000046      ;CLI00155  
PAY00000960         ;FAC00001293         ;2023/05/15 00:00:00.000;12;Espèces       ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000112      ;CLI00054  
PAY00001044         ;FAC00001407         ;2023/05/15 00:00:00.000;249;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000121      ;CLI00037  
PAY00001511         ;FAC00002019         ;2023/05/15 00:00:00.000;34;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000175      ;CLI00190  
PAY00000818         ;FAC00001094         ;2023/05/16 00:00:00.000;30;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000095      ;CLI00109  
PAY00001103         ;FAC00001475         ;2023/05/16 00:00:00.000;76;Virement      ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000127      ;CLI00017  
PAY00000657         ;FAC00000877         ;2023/05/17 00:00:00.000;306;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000076      ;CLI00142  
PAY00000554         ;FAC00000747         ;2023/05/18 00:00:00.000;424;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000065      ;CLI00096  
PAY00000074         ;FAC00000108         ;2023/05/19 00:00:00.000;158;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000010      ;CLI00012  
PAY00000171         ;FAC00000236         ;2023/05/19 00:00:00.000;118;Chèque        ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000021      ;CLI00163  
PAY00000648         ;FAC00000865         ;2023/05/20 00:00:00.000;33;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00001496         ;FAC00001998         ;2023/05/21 00:00:00.000;31;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000174      ;CLI00157  
PAY00000032         ;FAC00000048         ;2023/05/22 00:00:00.000;13;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000004      ;CLI00021  
PAY00000380         ;FAC00000510         ;2023/05/22 00:00:00.000;130;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000045      ;CLI00167  
PAY00001194         ;FAC00001595         ;2023/05/22 00:00:00.000;279;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000138      ;CLI00161  
PAY00000471         ;FAC00000634         ;2023/05/23 00:00:00.000;151;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000056      ;CLI00040  
PAY00000528         ;FAC00000713         ;2023/05/26 00:00:00.000;316;Espèces       ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000062      ;CLI00166  
PAY00000796         ;FAC00001063         ;2023/05/27 00:00:00.000;300;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000092      ;CLI00030  
PAY00001246         ;FAC00001663         ;2023/05/27 00:00:00.000;60;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000144      ;CLI00123  
PAY00000555         ;FAC00000748         ;2023/05/28 00:00:00.000;346;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000065      ;CLI00096  
PAY00000597         ;FAC00000806         ;2023/05/29 00:00:00.000;15;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000070      ;CLI00088  
PAY00001230         ;FAC00001641         ;2023/05/29 00:00:00.000;8;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000142      ;CLI00003  
PAY00000412         ;FAC00000553         ;2023/05/30 00:00:00.000;229;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000049      ;CLI00072  
PAY00001301         ;FAC00001730         ;2023/05/30 00:00:00.000;40;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000881         ;FAC00001170         ;2023/05/31 00:00:00.000;38;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000101      ;CLI00105  
PAY00001045         ;FAC00001408         ;2023/05/31 00:00:00.000;166;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000121      ;CLI00037  
PAY00000718         ;FAC00000963         ;2023/06/01 00:00:00.000;46;Virement      ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000084      ;CLI00138  
PAY00000819         ;FAC00001095         ;2023/06/01 00:00:00.000;13;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000095      ;CLI00109  
PAY00001467         ;FAC00001961         ;2023/06/01 00:00:00.000;267;Chèque        ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00000461         ;FAC00000620         ;2023/06/02 00:00:00.000;126;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000054      ;CLI00173  
PAY00000067         ;FAC00000101         ;2023/06/04 00:00:00.000;220;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000009      ;CLI00178  
PAY00001380         ;FAC00001843         ;2023/06/04 00:00:00.000;334;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000160      ;CLI00029  
PAY00000398         ;FAC00000534         ;2023/06/05 00:00:00.000;6;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000047      ;CLI00046  
PAY00000938         ;FAC00001265         ;2023/06/06 00:00:00.000;50;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000109      ;CLI00109  
PAY00000961         ;FAC00001294         ;2023/06/06 00:00:00.000;18;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000112      ;CLI00054  
PAY00000994         ;FAC00001335         ;2023/06/06 00:00:00.000;10;Espèces       ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000115      ;CLI00153  
PAY00001318         ;FAC00001750         ;2023/06/08 00:00:00.000;30;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000151      ;CLI00055  
PAY00000729         ;FAC00000975         ;2023/06/10 00:00:00.000;285;Virement      ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000085      ;CLI00051  
PAY00000472         ;FAC00000635         ;2023/06/11 00:00:00.000;224;Espèces       ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000056      ;CLI00040  
PAY00001435         ;FAC00001918         ;2023/06/11 00:00:00.000;30;Chèque        ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000167      ;CLI00161  
PAY00000172         ;FAC00000237         ;2023/06/12 00:00:00.000;131;Chèque        ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000021      ;CLI00163  
PAY00000178         ;FAC00000244         ;2023/06/12 00:00:00.000;133;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000022      ;CLI00059  
PAY00001323         ;FAC00001755         ;2023/06/12 00:00:00.000;402;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000152      ;CLI00023  
PAY00000532         ;FAC00000717         ;2023/06/13 00:00:00.000;34;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000063      ;CLI00028  
PAY00000075         ;FAC00000109         ;2023/06/14 00:00:00.000;431;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000010      ;CLI00012  
PAY00000687         ;FAC00000918         ;2023/06/14 00:00:00.000;21;Prélèvement   ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000080      ;CLI00189  
PAY00000809         ;FAC00001080         ;2023/06/14 00:00:00.000;42;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000094      ;CLI00153  
PAY00000585         ;FAC00000788         ;2023/06/15 00:00:00.000;170;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000069      ;CLI00187  
PAY00000836         ;FAC00001115         ;2023/06/15 00:00:00.000;419;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000097      ;CLI00126  
PAY00001195         ;FAC00001596         ;2023/06/15 00:00:00.000;197;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000138      ;CLI00161  
PAY00001416         ;FAC00001892         ;2023/06/16 00:00:00.000;32;Virement      ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000164      ;CLI00175  
PAY00000282         ;FAC00000383         ;2023/06/17 00:00:00.000;13;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000034      ;CLI00024  
PAY00000446         ;FAC00000600         ;2023/06/17 00:00:00.000;24;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000053      ;CLI00113  
PAY00000541         ;FAC00000728         ;2023/06/18 00:00:00.000;111;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000064      ;CLI00057  
PAY00000951         ;FAC00001282         ;2023/06/18 00:00:00.000;489;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000111      ;CLI00023  
PAY00001266         ;FAC00001686         ;2023/06/18 00:00:00.000;126;Virement      ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000146      ;CLI00095  
PAY00000675         ;FAC00000902         ;2023/06/19 00:00:00.000;41;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000079      ;CLI00169  
PAY00000898         ;FAC00001193         ;2023/06/20 00:00:00.000;203;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000103      ;CLI00145  
PAY00001131         ;FAC00001506         ;2023/06/20 00:00:00.000;61;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000130      ;CLI00148  
PAY00001237         ;FAC00001652         ;2023/06/20 00:00:00.000;222;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000143      ;CLI00031  
PAY00001288         ;FAC00001714         ;2023/06/20 00:00:00.000;116;Virement      ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000148      ;CLI00174  
PAY00000272         ;FAC00000369         ;2023/06/21 00:00:00.000;138;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000033      ;CLI00007  
PAY00001430         ;FAC00001912         ;2023/06/21 00:00:00.000;234;Chèque        ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000166      ;CLI00056  
PAY00000820         ;FAC00001096         ;2023/06/22 00:00:00.000;48;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000095      ;CLI00109  
PAY00000388         ;FAC00000520         ;2023/06/23 00:00:00.000;288;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000046      ;CLI00155  
PAY00000882         ;FAC00001171         ;2023/06/23 00:00:00.000;46;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000101      ;CLI00105  
PAY00000660         ;FAC00000880         ;2023/06/24 00:00:00.000;87;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000077      ;CLI00110  
PAY00000314         ;FAC00000420         ;2023/06/25 00:00:00.000;350;Virement      ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000038      ;CLI00038  
PAY00000324         ;FAC00000436         ;2023/06/25 00:00:00.000;34;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000039      ;CLI00071  
PAY00000413         ;FAC00000554         ;2023/06/25 00:00:00.000;227;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000049      ;CLI00072  
PAY00001104         ;FAC00001476         ;2023/06/26 00:00:00.000;237;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000127      ;CLI00017  
PAY00000018         ;FAC00000026         ;2023/06/27 00:00:00.000;274;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000003      ;CLI00179  
PAY00001478         ;FAC00001974         ;2023/06/28 00:00:00.000;464;Virement      ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000172      ;CLI00112  
PAY00000173         ;FAC00000238         ;2023/06/29 00:00:00.000;92;Chèque        ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000021      ;CLI00163  
PAY00000068         ;FAC00000102         ;2023/06/30 00:00:00.000;457;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000009      ;CLI00178  
PAY00000381         ;FAC00000511         ;2023/06/30 00:00:00.000;435;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000045      ;CLI00167  
PAY00000837         ;FAC00001116         ;2023/06/30 00:00:00.000;114;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000097      ;CLI00126  
PAY00001132         ;FAC00001507         ;2023/07/01 00:00:00.000;253;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000130      ;CLI00148  
PAY00001331         ;FAC00001767         ;2023/07/01 00:00:00.000;18;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000153      ;CLI00032  
PAY00000542         ;FAC00000729         ;2023/07/02 00:00:00.000;131;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000064      ;CLI00057  
PAY00000688         ;FAC00000919         ;2023/07/02 00:00:00.000;18;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000080      ;CLI00189  
PAY00000939         ;FAC00001266         ;2023/07/02 00:00:00.000;11;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000109      ;CLI00109  
PAY00001192         ;FAC00001593         ;2023/07/03 00:00:00.000;103;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000137      ;CLI00171  
PAY00001497         ;FAC00001999         ;2023/07/03 00:00:00.000;34;Virement      ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000174      ;CLI00157  
PAY00001196         ;FAC00001597         ;2023/07/04 00:00:00.000;157;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000138      ;CLI00161  
PAY00001319         ;FAC00001751         ;2023/07/04 00:00:00.000;45;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000151      ;CLI00055  
PAY00000473         ;FAC00000636         ;2023/07/06 00:00:00.000;65;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000056      ;CLI00040  
PAY00000810         ;FAC00001081         ;2023/07/06 00:00:00.000;49;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000094      ;CLI00153  
PAY00000019         ;FAC00000027         ;2023/07/07 00:00:00.000;60;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000003      ;CLI00179  
PAY00000138         ;FAC00000195         ;2023/07/07 00:00:00.000;453;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000018      ;CLI00014  
PAY00000283         ;FAC00000384         ;2023/07/07 00:00:00.000;47;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000034      ;CLI00024  
PAY00000447         ;FAC00000601         ;2023/07/07 00:00:00.000;32;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000053      ;CLI00113  
PAY00000995         ;FAC00001336         ;2023/07/08 00:00:00.000;14;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000115      ;CLI00153  
PAY00001247         ;FAC00001664         ;2023/07/08 00:00:00.000;141;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000144      ;CLI00123  
PAY00000156         ;FAC00000220         ;2023/07/09 00:00:00.000;31;Chèque        ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000020      ;CLI00158  
PAY00000702         ;FAC00000939         ;2023/07/09 00:00:00.000;213;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000082      ;CLI00055  
PAY00000952         ;FAC00001283         ;2023/07/09 00:00:00.000;168;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000111      ;CLI00023  
