id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at
FAC00001747         ;CTR000151      ;2023/02/04 00:00:00.000;2023/03/06 00:00:00.000;2023/01/05 00:00:00.000;2023/02/04 00:00:00.000;-43,05;20,0;51,66;25,83;478,3;En attente;CLI00055  ;GAZ_0039            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000002         ;CTR000001      ;2023/02/05 00:00:00.000;2023/03/07 00:00:00.000;2023/01/06 00:00:00.000;2023/02/05 00:00:00.000;387,49;20,0;464,99;232,5;92,26;Payée     ;CLI00135  ;EAU_0065            ;2026/01/03 22:25:18.000000000;2026/01/03 22:25:18.000000000
FAC00001092         ;CTR000095      ;2023/02/06 00:00:00.000;2023/03/08 00:00:00.000;2023/01/07 00:00:00.000;2023/02/06 00:00:00.000;27,41;20,0;32,89;16,44;304,51;En attente;CLI00109  ;GAZ_0048            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001589         ;CTR000137      ;2023/02/06 00:00:00.000;2023/03/08 00:00:00.000;2023/01/07 00:00:00.000;2023/02/06 00:00:00.000;42,47;20,0;50,96;25,48;283,15;Payée     ;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000745         ;CTR000065      ;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;2023/01/08 00:00:00.000;2023/02/07 00:00:00.000;72,03;20,0;86,44;43,22;17,15;Payée     ;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001060         ;CTR000092      ;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;2023/01/08 00:00:00.000;2023/02/07 00:00:00.000;258,89;20,0;310,67;155,33;61,64;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001313         ;CTR000113      ;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;2023/01/08 00:00:00.000;2023/02/07 00:00:00.000;6,75;20,0;8,1;4,05;74,99;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001332         ;CTR000115      ;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;2023/01/08 00:00:00.000;2023/02/07 00:00:00.000;8,86;20,0;10,63;5,32;98,43;Payée     ;CLI00153  ;GAZ_0138            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001522         ;CTR000131      ;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;2023/01/08 00:00:00.000;2023/02/07 00:00:00.000;91,55;20,0;109,86;54,93;610,34;Payée     ;CLI00125  ;ELEC_0088           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000663         ;CTR000058      ;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;2023/01/09 00:00:00.000;2023/02/08 00:00:00.000;130,93;20,0;157,12;78,56;872,88;En attente;CLI00137  ;ELEC_0130           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001291         ;CTR000112      ;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;2023/01/09 00:00:00.000;2023/02/08 00:00:00.000;35,43;20,0;42,52;21,26;393,65;Payée     ;CLI00054  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00002017         ;CTR000175      ;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;2023/01/09 00:00:00.000;2023/02/08 00:00:00.000;41,32;20,0;49,58;24,79;459,11;En retard ;CLI00190  ;GAZ_0045            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000234         ;CTR000021      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;210,64;20,0;252,77;126,38;1404,24;Payée     ;CLI00163  ;ELEC_0070           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000503         ;CTR000044      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;273,76;20,0;328,51;164,25;65,18;Payée     ;CLI00085  ;EAU_0113            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000875         ;CTR000076      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;343,73;20,0;412,48;206,24;81,84;Payée     ;CLI00142  ;EAU_0041            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00000960         ;CTR000084      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;9,39;20,0;11,27;5,63;104,34;Payée     ;CLI00138  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001396         ;CTR000120      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;74,21;20,0;89,05;44,53;17,67;Payée     ;CLI00183  ;EAU_0083            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001502         ;CTR000129      ;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;2023/01/10 00:00:00.000;2023/02/09 00:00:00.000;204,54;20,0;245,45;122,72;1363,6;Payée     ;CLI00083  ;ELEC_0073           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000289         ;CTR000026      ;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;2023/01/11 00:00:00.000;2023/02/10 00:00:00.000;77,84;20,0;93,41;46,71;518,96;Payée     ;CLI00069  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001405         ;CTR000121      ;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;2023/01/11 00:00:00.000;2023/02/10 00:00:00.000;208,25;20,0;249,9;124,95;1388,32;Payée     ;CLI00037  ;ELEC_0148           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001660         ;CTR000144      ;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;2023/01/11 00:00:00.000;2023/02/10 00:00:00.000;108,81;20,0;130,57;65,29;725,4;En retard ;CLI00123  ;ELEC_0019           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000106         ;CTR000010      ;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;2023/01/12 00:00:00.000;2023/02/11 00:00:00.000;113,82;20,0;136,58;68,29;27,1;Payée     ;CLI00012  ;EAU_0020            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000278         ;CTR000025      ;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;2023/01/12 00:00:00.000;2023/02/11 00:00:00.000;170,94;20,0;205,13;102,56;1139,57;Payée     ;CLI00159  ;ELEC_0076           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000714         ;CTR000063      ;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;2023/01/12 00:00:00.000;2023/02/11 00:00:00.000;23,03;20,0;27,64;13,82;255,9;Payée     ;CLI00028  ;GAZ_0003            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000972         ;CTR000085      ;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;2023/01/12 00:00:00.000;2023/02/11 00:00:00.000;31,23;20,0;37,48;18,74;208,23;Payée     ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001037         ;CTR000090      ;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;2023/01/12 00:00:00.000;2023/02/11 00:00:00.000;291,78;20,0;350,14;175,07;1945,23;Payée     ;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000803         ;CTR000070      ;2023/02/12 00:00:00.000;2023/03/14 00:00:00.000;2023/01/13 00:00:00.000;2023/02/12 00:00:00.000;15,7;20,0;18,84;9,42;174,49;Payée     ;CLI00088  ;GAZ_0117            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001146         ;CTR000099      ;2023/02/12 00:00:00.000;2023/03/14 00:00:00.000;2023/01/13 00:00:00.000;2023/02/12 00:00:00.000;20,73;20,0;24,88;12,44;230,28;Payée     ;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001909         ;CTR000166      ;2023/02/13 00:00:00.000;2023/03/15 00:00:00.000;2023/01/14 00:00:00.000;2023/02/13 00:00:00.000;405,68;20,0;486,82;243,41;96,59;Payée     ;CLI00056  ;EAU_0011            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000599         ;CTR000052      ;2023/02/14 00:00:00.000;2023/03/16 00:00:00.000;2023/01/15 00:00:00.000;2023/02/14 00:00:00.000;224,67;20,0;269,6;134,8;1497,81;Payée     ;CLI00141  ;ELEC_0007           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000915         ;CTR000080      ;2023/02/14 00:00:00.000;2023/03/16 00:00:00.000;2023/01/15 00:00:00.000;2023/02/14 00:00:00.000;15,69;20,0;18,83;9,42;174,37;Payée     ;CLI00189  ;GAZ_0051            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001503         ;CTR000130      ;2023/02/14 00:00:00.000;2023/03/16 00:00:00.000;2023/01/15 00:00:00.000;2023/02/14 00:00:00.000;273,39;20,0;328,07;164,03;1822,6;Payée     ;CLI00148  ;ELEC_0034           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001190         ;CTR000103      ;2023/02/15 00:00:00.000;2023/03/17 00:00:00.000;2023/01/16 00:00:00.000;2023/02/15 00:00:00.000;150,61;20,0;180,73;90,37;35,86;Payée     ;CLI00145  ;EAU_0008            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001889         ;CTR000164      ;2023/02/16 00:00:00.000;2023/03/18 00:00:00.000;2023/01/17 00:00:00.000;2023/02/16 00:00:00.000;41,99;20,0;50,39;25,19;466,54;Payée     ;CLI00175  ;GAZ_0045            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000863         ;CTR000075      ;2023/02/17 00:00:00.000;2023/03/19 00:00:00.000;2023/01/18 00:00:00.000;2023/02/17 00:00:00.000;14,09;20,0;16,91;8,45;156,54;Payée     ;CLI00043  ;GAZ_0063            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001077         ;CTR000094      ;2023/02/17 00:00:00.000;2023/03/19 00:00:00.000;2023/01/18 00:00:00.000;2023/02/17 00:00:00.000;10,15;20,0;12,18;6,09;112,81;Payée     ;CLI00153  ;GAZ_0036            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001940         ;CTR000169      ;2023/02/17 00:00:00.000;2023/03/19 00:00:00.000;2023/01/18 00:00:00.000;2023/02/17 00:00:00.000;10,99;20,0;13,19;6,6;122,14;Payée     ;CLI00040  ;GAZ_0072            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000564         ;CTR000050      ;2023/02/19 00:00:00.000;2023/03/21 00:00:00.000;2023/01/20 00:00:00.000;2023/02/19 00:00:00.000;70,68;20,0;84,82;42,41;471,23;Payée     ;CLI00145  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001633         ;CTR000141      ;2023/02/19 00:00:00.000;2023/03/21 00:00:00.000;2023/01/20 00:00:00.000;2023/02/19 00:00:00.000;192,81;20,0;231,37;115,69;1285,41;Payée     ;CLI00058  ;ELEC_0133           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000208         ;CTR000019      ;2023/02/20 00:00:00.000;2023/03/22 00:00:00.000;2023/01/21 00:00:00.000;2023/02/20 00:00:00.000;81,46;20,0;97,75;48,87;543,04;Payée     ;CLI00020  ;ELEC_0088           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000508         ;CTR000045      ;2023/02/20 00:00:00.000;2023/03/22 00:00:00.000;2023/01/21 00:00:00.000;2023/02/20 00:00:00.000;205,38;20,0;246,46;123,23;48,9;Payée     ;CLI00167  ;EAU_0035            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000056         ;CTR000005      ;2023/02/21 00:00:00.000;2023/03/23 00:00:00.000;2023/01/22 00:00:00.000;2023/02/21 00:00:00.000;160,86;20,0;193,03;96,52;1072,42;En retard ;CLI00098  ;ELEC_0097           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001711         ;CTR000148      ;2023/02/21 00:00:00.000;2023/03/23 00:00:00.000;2023/01/22 00:00:00.000;2023/02/21 00:00:00.000;204,97;20,0;245,96;122,98;1366,48;Payée     ;CLI00174  ;ELEC_0037           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001959         ;CTR000170      ;2023/02/23 00:00:00.000;2023/03/25 00:00:00.000;2023/01/24 00:00:00.000;2023/02/23 00:00:00.000;61,28;20,0;73,54;36,77;14,59;Payée     ;CLI00021  ;EAU_0131            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001158         ;CTR000100      ;2023/02/24 00:00:00.000;2023/03/26 00:00:00.000;2023/01/25 00:00:00.000;2023/02/24 00:00:00.000;20,0;20,0;24,0;12,0;222,18;Payée     ;CLI00050  ;GAZ_0099            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001683         ;CTR000146      ;2023/02/24 00:00:00.000;2023/03/26 00:00:00.000;2023/01/25 00:00:00.000;2023/02/24 00:00:00.000;415,97;20,0;499,16;249,58;99,04;Payée     ;CLI00095  ;EAU_0077            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000165         ;CTR000014      ;2023/02/25 00:00:00.000;2023/03/27 00:00:00.000;2023/01/26 00:00:00.000;2023/02/25 00:00:00.000;21,09;20,0;25,31;12,65;234,28;Payée     ;CLI00077  ;GAZ_0042            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000433         ;CTR000039      ;2023/02/25 00:00:00.000;2023/03/27 00:00:00.000;2023/01/26 00:00:00.000;2023/02/25 00:00:00.000;30,79;20,0;36,95;18,48;342,15;Payée     ;CLI00071  ;GAZ_0108            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000892         ;CTR000078      ;2023/02/25 00:00:00.000;2023/03/27 00:00:00.000;2023/01/26 00:00:00.000;2023/02/25 00:00:00.000;11,29;20,0;13,55;6,77;125,42;Payée     ;CLI00104  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001473         ;CTR000127      ;2023/02/26 00:00:00.000;2023/03/28 00:00:00.000;2023/01/27 00:00:00.000;2023/02/26 00:00:00.000;157,96;20,0;189,55;94,78;37,61;Payée     ;CLI00017  ;EAU_0137            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001682         ;CTR000145      ;2023/02/26 00:00:00.000;2023/03/28 00:00:00.000;2023/01/27 00:00:00.000;2023/02/26 00:00:00.000;14,16;20,0;16,99;8,5;157,34;Payée     ;CLI00023  ;GAZ_0027            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000517         ;CTR000046      ;2023/02/27 00:00:00.000;2023/03/29 00:00:00.000;2023/01/28 00:00:00.000;2023/02/27 00:00:00.000;99,58;20,0;119,5;59,75;663,89;Payée     ;CLI00155  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001639         ;CTR000142      ;2023/02/27 00:00:00.000;2023/03/29 00:00:00.000;2023/01/28 00:00:00.000;2023/02/27 00:00:00.000;12,06;20,0;14,47;7,24;134,01;Payée     ;CLI00003  ;GAZ_0003            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001728         ;CTR000149      ;2023/02/27 00:00:00.000;2023/03/29 00:00:00.000;2023/01/28 00:00:00.000;2023/02/27 00:00:00.000;19,95;20,0;23,94;11,97;221,64;En attente;CLI00145  ;GAZ_0003            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000711         ;CTR000062      ;2023/02/28 00:00:00.000;2023/03/30 00:00:00.000;2023/01/29 00:00:00.000;2023/02/28 00:00:00.000;230,44;20,0;276,53;138,26;1536,26;En retard ;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000781         ;CTR000068      ;2023/02/28 00:00:00.000;2023/03/30 00:00:00.000;2023/01/29 00:00:00.000;2023/02/28 00:00:00.000;115,19;20,0;138,23;69,11;767,91;Payée     ;CLI00107  ;ELEC_0022           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001168         ;CTR000101      ;2023/03/01 00:00:00.000;2023/03/31 00:00:00.000;2023/01/30 00:00:00.000;2023/03/01 00:00:00.000;9,95;20,0;11,94;5,97;110,52;Payée     ;CLI00105  ;GAZ_0126            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000046         ;CTR000004      ;2023/03/02 00:00:00.000;2023/04/01 00:00:00.000;2023/01/31 00:00:00.000;2023/03/02 00:00:00.000;11,3;20,0;13,56;6,78;125,6;Payée     ;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00000099         ;CTR000009      ;2023/03/02 00:00:00.000;2023/04/01 00:00:00.000;2023/01/31 00:00:00.000;2023/03/02 00:00:00.000;361,7;20,0;434,04;217,02;86,12;Payée     ;CLI00178  ;EAU_0146            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001649         ;CTR000143      ;2023/03/02 00:00:00.000;2023/04/01 00:00:00.000;2023/01/31 00:00:00.000;2023/03/02 00:00:00.000;32,01;20,0;38,41;19,21;213,4;Payée     ;CLI00031  ;ELEC_0109           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001263         ;CTR000109      ;2023/03/03 00:00:00.000;2023/04/02 00:00:00.000;2023/02/01 00:00:00.000;2023/03/03 00:00:00.000;8,11;20,0;9,73;4,86;90,08;Payée     ;CLI00109  ;GAZ_0027            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000532         ;CTR000047      ;2023/03/04 00:00:00.000;2023/04/03 00:00:00.000;2023/02/02 00:00:00.000;2023/03/04 00:00:00.000;7,74;20,0;9,29;4,65;86,03;Payée     ;CLI00046  ;GAZ_0102            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000242         ;CTR000022      ;2023/03/05 00:00:00.000;2023/04/04 00:00:00.000;2023/02/03 00:00:00.000;2023/03/05 00:00:00.000;177,16;20,0;212,59;106,29;42,18;Payée     ;CLI00059  ;EAU_0092            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000618         ;CTR000054      ;2023/03/06 00:00:00.000;2023/04/05 00:00:00.000;2023/02/04 00:00:00.000;2023/03/06 00:00:00.000;81,9;20,0;98,28;49,14;19,5;Payée     ;CLI00173  ;EAU_0128            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001748         ;CTR000151      ;2023/03/06 00:00:00.000;2023/04/05 00:00:00.000;2023/02/04 00:00:00.000;2023/03/06 00:00:00.000;35,72;20,0;42,86;21,43;396,94;Payée     ;CLI00055  ;GAZ_0039            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000003         ;CTR000001      ;2023/03/07 00:00:00.000;2023/04/06 00:00:00.000;2023/02/05 00:00:00.000;2023/03/07 00:00:00.000;163,63;20,0;196,36;98,18;38,96;Payée     ;CLI00135  ;EAU_0065            ;2026/01/03 22:25:19.000000000;2026/01/03 22:25:19.000000000
FAC00001093         ;CTR000095      ;2023/03/08 00:00:00.000;2023/04/07 00:00:00.000;2023/02/06 00:00:00.000;2023/03/08 00:00:00.000;23,78;20,0;28,54;14,27;264,22;Payée     ;CLI00109  ;GAZ_0048            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001590         ;CTR000137      ;2023/03/08 00:00:00.000;2023/04/07 00:00:00.000;2023/02/06 00:00:00.000;2023/03/08 00:00:00.000;174,58;20,0;209,5;104,75;1163,84;En attente;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000746         ;CTR000065      ;2023/03/09 00:00:00.000;2023/04/08 00:00:00.000;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;248,89;20,0;298,67;149,34;59,26;Payée     ;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001061         ;CTR000092      ;2023/03/09 00:00:00.000;2023/04/08 00:00:00.000;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;384,8;20,0;461,76;230,88;91,62;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001314         ;CTR000113      ;2023/03/09 00:00:00.000;2023/04/08 00:00:00.000;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;19,95;20,0;23,94;11,97;221,63;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001333         ;CTR000115      ;2023/03/09 00:00:00.000;2023/04/08 00:00:00.000;2023/02/07 00:00:00.000;2023/03/09 00:00:00.000;31,26;20,0;37,51;18,76;347,38;Payée     ;CLI00153  ;GAZ_0138            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000664         ;CTR000058      ;2023/03/10 00:00:00.000;2023/04/09 00:00:00.000;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;60,34;20,0;72,41;36,2;402,27;Payée     ;CLI00137  ;ELEC_0130           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001292         ;CTR000112      ;2023/03/10 00:00:00.000;2023/04/09 00:00:00.000;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;31,13;20,0;37,36;18,68;345,84;En attente;CLI00054  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00002018         ;CTR000175      ;2023/03/10 00:00:00.000;2023/04/09 00:00:00.000;2023/02/08 00:00:00.000;2023/03/10 00:00:00.000;25,83;20,0;31,0;15,5;287,05;Payée     ;CLI00190  ;GAZ_0045            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000235         ;CTR000021      ;2023/03/11 00:00:00.000;2023/04/10 00:00:00.000;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;168,16;20,0;201,79;100,9;1121,07;Payée     ;CLI00163  ;ELEC_0070           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000876         ;CTR000076      ;2023/03/11 00:00:00.000;2023/04/10 00:00:00.000;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;390,85;20,0;469,02;234,51;93,06;Payée     ;CLI00142  ;EAU_0041            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00000961         ;CTR000084      ;2023/03/11 00:00:00.000;2023/04/10 00:00:00.000;2023/02/09 00:00:00.000;2023/03/11 00:00:00.000;32,7;20,0;39,24;19,62;363,33;Payée     ;CLI00138  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00000290         ;CTR000026      ;2023/03/12 00:00:00.000;2023/04/11 00:00:00.000;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;64,66;20,0;77,59;38,8;431,09;Payée     ;CLI00069  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001406         ;CTR000121      ;2023/03/12 00:00:00.000;2023/04/11 00:00:00.000;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;45,61;20,0;54,73;27,37;304,06;Payée     ;CLI00037  ;ELEC_0148           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001661         ;CTR000144      ;2023/03/12 00:00:00.000;2023/04/11 00:00:00.000;2023/02/10 00:00:00.000;2023/03/12 00:00:00.000;225,05;20,0;270,06;135,03;1500,34;Payée     ;CLI00123  ;ELEC_0019           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000107         ;CTR000010      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;317,94;20,0;381,53;190,76;75,7;Payée     ;CLI00012  ;EAU_0020            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000279         ;CTR000025      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;74,32;20,0;89,18;44,59;495,48;Payée     ;CLI00159  ;ELEC_0076           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000715         ;CTR000063      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;6,19;20,0;7,43;3,72;68,82;Payée     ;CLI00028  ;GAZ_0003            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000973         ;CTR000085      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;173,15;20,0;207,78;103,89;1154,36;Payée     ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001038         ;CTR000090      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;123,61;20,0;148,33;74,17;824,06;Payée     ;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001113         ;CTR000097      ;2023/03/13 00:00:00.000;2023/04/12 00:00:00.000;2023/02/11 00:00:00.000;2023/03/13 00:00:00.000;378,34;20,0;454,01;227,0;90,08;Payée     ;CLI00126  ;EAU_0074            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000804         ;CTR000070      ;2023/03/14 00:00:00.000;2023/04/13 00:00:00.000;2023/02/12 00:00:00.000;2023/03/14 00:00:00.000;9,26;20,0;11,11;5,56;102,94;Payée     ;CLI00088  ;GAZ_0117            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001147         ;CTR000099      ;2023/03/14 00:00:00.000;2023/04/13 00:00:00.000;2023/02/12 00:00:00.000;2023/03/14 00:00:00.000;41,97;20,0;50,36;25,18;466,38;En retard ;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
